ticker,name,price_path,price_rows_added,valuation_path,valuation_rows_added,status
1001,코스피,/home/jyp0615/global_universe/data/daily/KRX_IDX_1001.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1001.csv,1,ok
1002,코스피 대형주,/home/jyp0615/global_universe/data/daily/KRX_IDX_1002.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1002.csv,0,ok
1003,코스피 중형주,/home/jyp0615/global_universe/data/daily/KRX_IDX_1003.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1003.csv,1,ok
1004,코스피 소형주,/home/jyp0615/global_universe/data/daily/KRX_IDX_1004.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1004.csv,1,ok
1005,음식료·담배,/home/jyp0615/global_universe/data/daily/KRX_IDX_1005.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1005.csv,1,ok
1006,섬유·의류,/home/jyp0615/global_universe/data/daily/KRX_IDX_1006.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1006.csv,1,ok
1007,종이·목재,/home/jyp0615/global_universe/data/daily/KRX_IDX_1007.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1007.csv,1,ok
1008,화학,/home/jyp0615/global_universe/data/daily/KRX_IDX_1008.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1008.csv,1,ok
1009,제약,/home/jyp0615/global_universe/data/daily/KRX_IDX_1009.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1009.csv,1,ok
1010,비금속,/home/jyp0615/global_universe/data/daily/KRX_IDX_1010.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1010.csv,1,ok
1011,금속,/home/jyp0615/global_universe/data/daily/KRX_IDX_1011.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1011.csv,1,ok
1012,기계·장비,/home/jyp0615/global_universe/data/daily/KRX_IDX_1012.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1012.csv,1,ok
1013,전기전자,/home/jyp0615/global_universe/data/daily/KRX_IDX_1013.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1013.csv,1,ok
1014,의료·정밀기기,/home/jyp0615/global_universe/data/daily/KRX_IDX_1014.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1014.csv,1,ok
