date,ip_total,ip_manufacturing,ip_durable_mfg,ip_nondurable_mfg,ip_mining,ip_utilities,ip_electric_power,ip_natural_gas,ip_consumer_goods,ip_consumer_durable,ip_consumer_nondurable,ip_business_equipment,ip_construction_supplies,ip_business_supplies,ip_materials,ip_durable_materials,ip_nondurable_materials,ip_energy_materials,ip_wood_products,ip_nonmetallic_minerals,ip_primary_metals,ip_fabricated_metals,ip_machinery,ip_computer_electronic,ip_computer,ip_communications_equipment,ip_semiconductors,ip_electrical_equipment,ip_motor_vehicles,ip_aerospace,ip_furniture,ip_misc_durables,ip_food_tobacco,ip_textile_mills,ip_apparel_leather,ip_paper,ip_printing,ip_petroleum_coal,ip_chemicals,ip_plastics_rubber,cu_total,cu_manufacturing,cu_durable_mfg,cu_nondurable_mfg,cu_mining,cu_utilities,cu_electric_power,cu_natural_gas,cu_wood_products,cu_nonmetallic_minerals,cu_primary_metals,cu_fabricated_metals,cu_machinery,cu_computer_electronic,cu_computer,cu_communications_equipment,cu_semiconductors,cu_electrical_equipment,cu_motor_vehicles,cu_aerospace,cu_furniture,cu_misc_durables,cu_food_tobacco,cu_textile_mills,cu_apparel_leather,cu_paper,cu_printing,cu_petroleum_coal,cu_chemicals,cu_plastics_rubber
1976-06-30,43.8775,39.5235,26.0613,67.587,83.629,51.419,44.7194,91.5834,61.6392,42.735,70.4042,19.8588,64.8594,45.0164,40.6285,23.3492,74.4621,65.8243,74.5658,85.8744,127.834,70.7026,69.719,0.6036,0.0857,2.1192,0.0428,80.0758,41.2871,52.461,66.895,42.2316,65.1449,166.105,618.348,85.5404,67.7135,74.007,57.5529,34.382,79.4974,78.1957,76.6423,80.4615,88.8798,84.6378,85.7942,81.8405,76.7635,77.4074,81.22,75.5346,79.1367,72.3661,80.6715,60.431,68.6323,78.3831,83.3765,66.0785,75.1954,72.0625,83.0895,80.684,77.8988,88.1936,81.2173,86.8175,77.7801,70.0946
1976-07-31,44.1248,39.8053,26.2597,68.0249,82.855,51.6145,44.794,92.5431,62.0282,42.9528,70.8849,20.0024,66.2456,45.6942,40.7416,23.5863,74.6495,65.1766,77.2897,85.7599,129.0866,71.6067,70.8348,0.6127,0.0911,2.1395,0.0435,80.1004,41.5504,50.5928,68.6796,42.5878,66.0065,167.3429,616.3283,83.4386,69.9494,74.4141,57.9908,34.744,79.7719,78.5712,77.0384,80.8141,87.9808,84.7169,85.5685,82.8114,79.673,77.3567,81.9111,76.3694,80.2955,72.6306,84.047,60.853,69.8046,78.3733,83.6826,63.6677,77.0496,72.5568,83.9748,81.3257,77.5788,85.895,83.6291,86.7514,78.1842,70.801
1976-08-31,44.4262,40.0523,26.5586,67.9572,83.9807,51.8165,44.9583,92.98,62.1405,43.5749,70.6298,20.3315,65.5771,45.7301,41.1678,23.8757,75.4406,65.6417,78.0605,85.8575,126.682,72.0617,71.7919,0.6325,0.093,2.1748,0.0449,81.2249,43.0243,51.0452,68.0006,42.5947,65.4393,167.8877,603.9128,85.0095,68.9548,74.5059,58.5649,34.4617,80.1388,78.8722,77.7211,80.5629,89.0847,84.8167,85.5259,83.316,80.568,77.4927,80.3001,76.7122,81.2729,74.1138,83.9221,61.7089,70.5822,79.4328,86.4145,64.1679,76.1301,72.4558,83.0481,81.6241,75.9581,87.3831,82.1793,86.3375,78.7569,70.1639
1976-09-30,44.5711,40.1556,26.3709,69.0584,84.243,52.2428,45.2625,94.1512,62.1979,43.3153,70.9054,20.2737,66.0167,46.7372,41.2709,23.8196,75.7821,66.2347,77.4829,86.1875,124.7993,73.3637,72.0249,0.6446,0.0975,2.2513,0.0465,80.6117,39.8881,50.8679,68.8121,43.1617,65.8812,167.3563,609.0852,83.8119,71.6698,74.6988,59.1557,39.2901,80.2183,78.8848,76.9736,81.6933,89.2567,85.2925,85.7588,84.4804,80.0633,77.833,79.0394,77.941,81.4291,74.6372,85.9579,63.7274,72.4864,78.7844,79.8927,63.8669,76.8719,73.3071,83.4096,81.3919,76.5577,86.0308,85.1504,86.0663,79.3377,79.8871
1976-10-31,44.56,40.0932,26.2178,69.3566,84.0669,52.7825,45.8918,94.1565,62.6471,43.873,71.2462,20.3035,65.9672,47.0198,41.026,23.5639,75.8505,65.9283,79.3082,86.1905,121.0415,72.6891,71.3364,0.658,0.0999,2.2948,0.0476,82.5988,38.5208,51.2091,68.544,43.3688,66.0796,167.211,602.9633,84.4477,71.3718,73.8201,59.1528,41.6463,80.012,78.5676,76.3237,81.8682,88.9479,85.96,86.6126,84.6001,82.0335,77.8716,76.6102,77.0554,80.5433,75.2659,85.8372,64.8063,73.1585,80.6663,76.9352,64.2094,76.399,73.5459,83.468,81.3392,75.7457,86.5683,84.5395,84.596,79.1073,84.5236
1976-11-30,45.2454,40.6384,26.7757,69.5707,84.6803,55.2011,47.8709,99.2045,63.7648,45.2878,72.0769,20.9765,66.2559,47.2676,41.5966,23.9288,76.0757,67.4024,78.2601,86.712,119.3098,73.1706,72.663,0.6686,0.1014,2.3512,0.0482,84.0658,42.7025,51.914,68.4678,43.655,66.4125,167.2848,603.5808,84.3577,69.7666,75.7146,59.5337,41.451,81.0488,79.4341,77.7344,81.9399,89.4572,89.6858,90.0071,89.2568,81.0213,78.3714,75.4807,77.3816,81.9289,75.5334,84.8999,66.2423,73.4742,82.0255,85.0403,65.0008,76.133,73.9189,83.7015,81.3843,75.789,86.3683,82.3934,86.3326,79.3745,83.933
1976-12-31,45.731,41.0842,27.0865,70.2716,85.7858,55.642,48.7089,97.3475,64.4486,46.4485,72.3808,21.3159,66.7676,47.7361,42.0516,24.2266,76.5711,68.2607,79.3217,87.419,119.478,73.8341,72.6849,0.682,0.1058,2.3884,0.0485,81.5382,45.0826,51.9476,69.0273,44.3038,66.2821,170.2247,608.1433,83.7878,71.0793,77.2598,60.4517,42.8139,81.719,80.0984,78.4161,82.5817,90.4672,90.1982,91.2494,87.704,82.1808,79.031,75.5678,77.8848,81.8383,76.0738,86.1503,67.1267,74.1149,79.4758,89.5172,64.948,76.5655,74.9057,83.358,82.8153,76.3374,85.6855,83.7018,87.6899,80.3396,86.457
1977-01-31,45.4156,40.9339,26.8654,70.4555,83.1496,55.207,48.9171,93.2125,64.1898,46.223,72.1171,21.3561,65.587,47.4141,41.6547,23.997,76.7465,66.8359,79.512,83.5178,116.4444,73.4024,72.082,0.6828,0.1049,2.3396,0.049,84.3518,43.9566,52.25,70.5005,43.875,66.3981,172.7656,600.1676,85.8084,71.3861,78.1757,60.2681,42.7051,80.9557,79.5986,77.5523,82.6199,87.5175,89.3005,91.3172,84.0906,82.4248,75.5153,73.6432,77.2196,81.0411,75.1839,83.0223,65.5925,72.722,82.119,87.0236,65.2306,77.998,74.0725,83.3313,84.0438,75.3232,87.6575,83.8271,88.3601,79.8291,86.0435
1977-02-28,46.1358,41.6914,27.3498,71.8051,86.0671,53.3778,47.8757,86.8527,65.0734,46.8045,73.1476,21.8966,67.1249,48.0061,42.2696,24.3466,78.6195,67.2023,79.9388,85.9855,119.1022,74.4225,73.7822,0.7119,0.1083,2.4751,0.0515,83.8534,43.7633,52.9584,73.2687,45.4613,66.9603,178.5628,629.5515,86.5481,72.2017,81.0526,61.5989,42.7911,82.0259,80.8508,78.7167,84.0039,90.3936,86.1626,89.0679,78.4572,82.8976,77.7479,75.3274,78.0672,82.8235,77.3549,83.134,69.208,75.1589,81.5217,86.3812,66.0187,80.8413,76.6415,83.8677,86.849,78.9334,88.3234,84.5513,91.2699,81.3054,85.8986
1977-03-31,46.7158,42.3013,27.933,72.1902,87.5836,52.5768,47.554,83.3402,65.1662,48.0591,72.4343,22.2418,68.5133,48.382,43.084,24.9815,79.7067,68.0886,80.7648,89.8954,126.33,75.5423,74.3065,0.7147,0.1107,2.4838,0.0513,86.2421,45.8232,52.4014,75.1957,45.4008,66.7475,180.9554,632.7799,87.9125,72.861,79.5852,62.0317,43.9561,82.8357,81.8055,80.1514,84.2532,91.7684,84.7003,88.176,75.3831,83.7673,81.2738,79.9119,79.0011,83.2739,76.6304,82.396,69.2629,74.649,83.7148,90.1739,65.2331,82.7314,76.4344,83.4369,87.9886,79.2729,89.6296,85.092,89.3194,81.5768,87.8784
1977-04-30,47.1719,42.7369,28.258,72.7973,87.3389,53.254,47.8165,86.3286,65.6324,48.4874,72.8942,22.5581,70.1069,48.9648,43.4492,25.2916,80.0735,68.4702,81.1631,91.2362,128.737,76.0258,74.963,0.7399,0.117,2.5428,0.0523,87.2578,45.3327,54.0897,74.8477,45.8597,67.1118,183.5118,640.3964,87.3237,74.4808,79.6542,62.6083,44.8076,83.4184,82.4159,80.8337,84.7595,91.2764,85.6268,88.3779,78.1871,84.1747,82.4651,81.4568,79.2557,83.8624,78.2545,84.3237,70.708,76.0699,84.5566,88.9396,67.2494,82.1024,77.1056,83.7319,89.1992,80.1772,88.9473,86.7512,89.1361,82.0247,89.1925
1977-05-31,47.541,43.0881,28.5841,73.0539,87.3018,54.0996,48.6997,87.0309,65.634,48.7009,72.7504,23.0149,71.165,49.3946,43.8031,25.503,81.0472,68.731,82.9539,91.5726,130.9206,77.0201,75.4888,0.7551,0.1213,2.5909,0.053,88.2785,45.2359,55.1516,76.3745,46.411,66.1986,184.8633,647.8289,90.1245,73.4356,79.2687,63.4223,44.9801,83.8383,82.8554,81.5078,84.8544,90.984,86.8238,89.7271,78.9239,86.003,82.7355,82.8651,80.0292,84.2904,78.7577,84.5252,71.8359,76.7446,85.3864,88.4798,68.4939,83.5108,77.9355,82.4354,89.8158,81.0731,91.7153,85.3044,88.4767,82.7703,89.13
1977-06-30,47.9063,43.4764,28.9491,73.3213,86.6609,54.8178,48.8495,90.8258,66.1242,49.6487,72.8948,23.5284,71.7252,49.7974,43.9942,25.7272,81.0588,68.7997,82.4391,92.5817,129.8252,77.385,75.8701,0.7726,0.1266,2.6461,0.0551,89.7559,47.0109,56.3701,77.6906,46.6118,65.9876,185.8876,654.5867,89.6497,74.4835,78.7801,63.7411,45.96,84.2431,83.3587,82.2811,84.9601,90.048,87.8143,89.7242,82.4693,85.4157,83.5995,82.1992,80.1371,84.541,79.454,85.2337,73.1492,78.2949,86.6404,91.6694,69.9446,84.6607,78.1816,82.0153,90.2659,81.9009,91.1445,86.2861,87.732,82.8597,90.6489
1977-07-31,47.9714,43.4826,29.006,73.1393,87.0516,55.4654,49.2996,92.5709,66.2549,49.685,73.0803,23.6709,71.7596,49.9616,43.9842,25.5982,81.3907,69.0482,84.1133,94.0102,123.2039,78.3637,76.9788,0.7871,0.1297,2.6624,0.0547,88.1721,47.4303,55.6338,79.8263,46.3186,66.162,185.2353,654.7204,89.3201,74.4948,78.5797,63.4228,45.3954,84.1164,83.1265,82.172,84.5477,90.1743,88.6908,90.2761,84.1573,87.0692,84.8269,78.0311,80.8737,85.5848,79.791,84.3278,73.377,77.7191,84.9293,92.2042,68.9872,86.6734,77.6073,82.0737,89.8969,81.9187,90.7173,86.0608,87.3358,82.1242,89.1273
1977-08-31,48.0157,43.7129,29.2014,73.3741,85.0476,54.5699,48.5307,90.9409,66.3836,49.7347,73.2536,23.7464,72.3408,50.259,43.9131,25.6644,81.5936,68.1821,84.2166,93.8461,125.5698,78.67,78.6288,0.7971,0.1341,2.712,0.0567,89.6678,47.2062,54.3944,79.6227,46.9371,66.3989,185.045,659.5762,90.2116,75.3237,78.0191,63.5759,45.3818,83.9516,83.3208,82.4503,84.6197,87.8189,87.1014,88.602,82.7751,87.067,84.6023,79.5499,80.9114,87.2078,79.647,84.0922,74.5218,78.8888,86.1748,91.4879,67.4277,86.1185,78.5689,82.2058,89.749,82.548,91.5216,86.7711,86.5598,82.0058,88.7087
1977-09-30,48.2097,43.7109,29.1996,73.3717,87.9772,54.7738,48.5918,91.9218,66.4926,49.922,73.3011,23.8436,71.9881,50.4588,44.1825,25.6916,81.0627,70.0186,85.0311,92.21,123.0271,78.1736,78.8612,0.815,0.1373,2.7525,0.0573,90.2792,47.1596,54.3574,80.5105,46.8367,66.2206,186.1032,661.5006,90.0151,75.0507,77.8544,63.7275,45.3397,84.0465,83.0704,82.1672,84.4212,90.5523,87.2679,88.4497,83.7663,87.7711,83.0384,77.9536,80.1249,87.2375,80.2668,83.0111,75.4063,78.9839,86.556,91.1211,67.3785,86.7196,78.3349,81.8195,90.2039,82.83,91.2103,86.2018,86.2378,81.8935,88.2557
1977-10-31,48.2839,43.8106,29.2414,73.6292,87.8862,54.781,48.4742,92.5988,66.9984,49.9362,74.1083,23.7478,71.978,50.4777,44.3469,25.9759,81.231,69.5501,85.7353,92.4559,125.7649,78.882,79.4712,0.8281,0.1422,2.7839,0.0572,89.5934,47.5402,49.7915,81.8908,46.8487,66.6012,186.8203,675.8118,89.3598,75.2095,79.0792,63.4907,45.3736,83.9313,83.0122,82.0035,84.5249,90.1685,87.1193,87.9739,84.4804,88.3317,83.1577,79.6968,80.575,87.6668,80.3708,82.8752,76.04,78.9372,85.6845,91.5823,61.7332,87.8185,78.2975,82.1185,90.492,84.6841,90.4227,86.1187,87.4616,81.2946,87.9743
1977-11-30,48.3755,43.9317,29.2442,74.1194,88.5635,54.0569,47.9417,90.8085,67.0889,49.942,74.2501,23.7564,72.3086,50.6808,44.4459,25.98,81.6079,69.7895,84.5381,94.5996,125.7422,78.6977,80.1471,0.846,0.1475,2.7842,0.0586,89.6208,46.3023,49.4101,81.9231,46.8254,67.6373,187.3435,676.2422,90.1531,76.8925,77.4274,63.7426,45.6964,83.8462,82.9932,81.7264,84.8984,90.5754,85.8082,86.7494,82.94,86.9087,84.9685,79.6841,80.1147,88.1496,80.8984,82.7537,75.8197,79.2927,85.4879,88.9366,61.2897,87.4424,78.2096,83.2172,90.6858,84.8197,91.0867,87.7628,85.5087,81.3357,88.2755
1977-12-31,48.4573,44.4234,29.68,74.55,81.0714,54.8634,48.5088,92.9626,67.6708,50.2548,74.9763,24.0956,73.078,50.7306,44.1002,26.4405,81.6553,65.7768,88.0204,95.2438,126.1464,79.0104,80.807,0.8582,0.1546,2.8017,0.0584,92.3518,47.3537,51.4202,83.0136,47.0073,68.5418,186.5934,679.4296,89.8665,77.3051,76.9592,64.2149,45.996,83.7459,83.6723,82.6536,85.2075,82.6591,86.9256,87.5163,84.9999,90.2694,85.4183,79.9344,80.1662,88.598,80.8562,83.4585,76.0666,79.2874,87.8569,90.6973,63.8258,88.1717,78.4723,84.1448,90.2647,85.3187,90.6455,87.9391,84.8678,81.6723,88.5579
1978-01-31,47.7512,43.7355,29.0176,74.1439,79.2407,54.9522,49.1558,90.0777,65.882,47.5499,73.9417,23.5874,71.6208,50.4878,43.6822,26.0371,82.0471,64.9,84.8798,92.9536,126.2125,78.6251,78.7632,0.8527,0.1587,2.7664,0.0576,91.3316,43.3255,51.9637,80.8401,46.1601,68.0336,183.2418,644.8782,91.4596,78.0678,76.2708,64.9319,45.1137,82.2914,82.1329,80.5238,84.5689,80.5574,86.9029,88.4225,82.4489,86.8039,83.2291,79.9626,79.5165,86.0759,79.1515,82.446,74.8816,77.9973,86.6482,82.7532,64.5594,85.4232,77.0245,83.3332,88.5883,81.0793,92.0845,88.4988,83.9837,82.3315,86.647
1978-02-28,48.0098,43.8946,29.2477,73.9537,79.9855,55.8228,49.2875,94.9927,66.9695,48.7526,74.874,24.1814,71.4173,50.6646,43.603,26.0545,82.7246,63.8463,83.9367,92.6184,123.2536,78.8491,80.1275,0.8745,0.1676,2.7819,0.0579,90.6066,44.9139,51.2457,83.8361,46.3211,68.5993,182.5422,666.1073,93.2989,76.6026,74.2256,63.4473,44.729,82.5033,82.1865,80.8711,84.1817,81.0944,88.1122,88.398,87.0368,85.5939,82.7856,78.0689,79.4902,87.2708,79.974,83.7098,75.0692,78.4017,85.7183,85.5581,63.7202,88.1156,77.2658,83.8326,88.1973,83.8575,93.7496,86.5245,81.6041,80.2211,85.7035
1978-03-31,48.9358,44.6758,29.9433,74.6217,84.027,55.7161,49.3485,93.9827,68.3259,50.2497,76.0388,24.894,72.7165,51.5182,44.234,26.5126,82.8571,65.2627,84.0931,95.2938,123.3692,79.4068,81.0819,0.9115,0.1756,2.828,0.0607,90.7384,47.2713,55.2646,83.2132,46.9707,69.1148,182.5368,681.0805,93.5513,78.1423,76.4954,63.3212,45.7805,83.8599,83.4001,82.4942,84.7746,84.9826,87.7761,88.2467,86.1971,85.4957,85.0223,78.1175,79.8055,88.0025,82.127,84.3398,76.0725,80.0249,85.5974,89.8155,68.7718,86.9775,78.3262,84.2648,88.1445,85.8645,93.8022,87.9337,83.9592,79.8534,87.5135
1978-04-30,49.9074,45.3777,30.5131,75.4259,92.1978,54.3118,48.0167,92.0988,68.7741,51.2538,76.0714,25.4327,74.3366,51.957,45.5145,26.9923,83.962,69.433,84.8696,98.7965,126.2005,80.6825,81.4751,0.9146,0.1826,2.802,0.0605,92.9095,49.3358,56.9691,84.3036,47.1266,69.6143,183.6815,682.7472,94.3301,78.0152,77.0092,64.7948,46.3597,85.2903,84.4585,83.7571,85.5242,93.0444,85.4011,85.6142,84.5501,86.0198,87.9815,79.8789,80.8462,88.1148,81.1932,84.3188,75.1261,79.3767,87.3945,93.5034,70.9386,87.6197,78.567,84.6739,88.6498,86.1985,94.3688,87.4538,84.3715,81.5189,88.4178
1978-05-31,50.1513,45.6127,30.6264,75.9849,91.7721,55.3569,49.2167,92.3795,68.3908,50.4818,75.9848,25.5945,74.3234,52.2905,45.9622,27.234,83.8922,70.9286,84.5084,99.2822,131.8954,80.5161,81.244,0.9253,0.1884,2.8337,0.0614,93.8869,47.8198,58.0861,84.8115,47.3636,68.9351,184.3382,679.617,95.626,77.8114,79.4462,66.284,47.0756,85.4734,84.6414,83.7557,85.9957,92.4373,86.8791,87.4986,84.8868,85.3884,88.243,83.4465,80.4463,87.547,80.9318,83.6741,75.7116,79.4985,88.0602,90.408,72.3538,87.6403,78.9441,83.6492,88.9212,85.9246,95.4365,86.8814,86.8702,83.2131,89.5689
1978-06-30,50.4751,45.9548,30.8943,76.4144,91.5739,55.9292,50.2729,90.3592,68.7646,50.7504,76.4062,25.9911,74.9427,52.657,46.162,27.4009,84.1008,71.1544,85.2616,98.9994,132.6533,80.6587,82.4507,0.9475,0.1975,2.8518,0.0631,94.649,47.8382,59.2237,84.4343,47.4837,69.7889,183.2256,677.2965,95.5835,78.7548,78.1997,66.9848,47.374,85.7913,85.0176,84.1683,86.3205,92.0822,87.6111,89.1175,83.1054,85.8862,87.8182,83.8857,80.3626,88.5221,81.6551,84.3009,75.9141,80.2424,88.5208,90.2245,73.7624,86.7419,79.1258,84.4847,88.3412,85.7432,95.1549,87.5795,85.3216,83.9281,89.9053
1978-07-31,50.4371,45.9204,31.031,75.7632,92.4751,55.2117,49.8268,88.1194,68.3895,50.8202,75.7502,26.1905,74.812,52.5842,46.1481,27.5585,83.3626,70.9769,84.5577,98.4505,133.5198,80.7405,82.2875,0.9625,0.2024,2.9122,0.0633,94.3448,48.8728,59.4194,83.7932,47.3065,68.8556,182.6838,667.9927,92.0786,79.3589,78.2598,66.8972,47.358,85.4956,84.695,84.216,85.4284,92.8532,86.3264,88.0758,81.1159,84.9288,87.1593,84.3914,80.2286,88.0252,81.7309,83.0731,77.2129,80.1151,87.9888,91.9594,73.9452,85.5841,78.8099,83.1609,88.0387,84.663,91.4293,87.8916,85.1831,83.6713,89.6283
1978-08-31,50.6393,46.1721,31.3113,75.7716,91.5181,55.9979,50.1107,91.7047,68.2843,50.5615,75.7602,26.6731,74.9273,52.62,46.3055,27.8294,82.8887,71.0527,82.49,98.35,136.85,81.0134,83.1496,0.9782,0.2079,2.9433,0.065,94.8176,49.0031,60.7966,84.3498,47.4763,69.2019,181.529,666.5451,89.9714,79.1237,80.5704,66.8835,47.3146,85.6075,84.8969,84.6448,85.2826,91.7748,87.3963,88.3304,84.4872,82.6262,86.8998,86.4519,80.2932,88.6262,81.8403,82.0926,77.6987,80.3395,88.1879,91.9918,75.5443,85.6582,79.0679,83.3889,87.4423,84.5581,89.1017,87.2716,87.4635,83.522,89.2745
1978-09-30,50.7631,46.4113,31.4973,76.0796,89.9534,56.4509,51.0421,89.578,68.4077,50.2708,76.1614,26.9556,75.2002,52.661,46.3609,28.0186,83.4223,70.1488,82.4186,97.7722,138.8424,81.6257,83.3797,0.9946,0.2146,2.9553,0.0658,95.2149,48.7217,61.8387,84.0641,47.7873,68.9789,182.2253,667.9205,90.7403,79.9685,81.8377,67.3471,47.3781,85.5854,85.0708,84.8097,85.4731,90.1029,87.9459,89.7256,82.595,82.3459,86.222,87.6684,80.7006,88.5559,81.9803,81.5055,77.6493,80.1684,88.3231,91.2514,76.6644,84.8858,79.5552,82.9361,87.7392,84.7905,89.623,87.8408,88.5742,83.9798,89.0937
1978-10-31,51.1523,46.7367,31.8597,76.0973,92.1191,56.0566,50.8514,88.0499,68.288,50.416,75.8708,27.4939,75.9231,53.0327,46.8125,28.3411,83.6969,71.0387,83.2244,98.5017,139.7284,82.1717,85.2481,1.0096,0.2229,2.9964,0.0674,95.3333,49.5177,62.3954,84.9105,47.6278,68.9491,182.7221,653.8333,92.837,80.1271,82.3269,67.1741,47.4339,86.0076,85.3964,85.4389,85.3353,92.1768,87.1783,89.1494,81.25,82.958,86.6996,88.1889,81.0478,90.2249,81.9815,81.4731,78.3258,80.6802,88.2078,92.5236,77.1168,85.2657,79.2523,82.7221,87.9413,83.0391,91.4467,87.6533,88.8103,83.6521,88.8663
1978-11-30,51.5456,47.1798,32.2057,76.6624,91.9669,56.2539,51.0158,88.4407,68.5165,50.5846,76.127,27.9524,76.4519,53.3164,47.2101,28.6732,84.2259,71.4033,84.5154,98.5432,141.7559,82.8095,85.7578,1.0324,0.2332,3.0508,0.0691,94.3781,50.9373,62.6054,84.9767,47.7091,69.7329,185.0906,649.5195,91.975,80.2886,84.4531,67.7973,47.6522,86.4334,85.9313,86.0125,85.8124,91.9376,87.3343,89.2008,81.6729,84.0668,86.5734,89.4342,81.4905,90.4561,82.5764,82.0707,79.3018,81.5469,87.1116,94.9474,77.0758,84.8713,79.3424,83.4886,89.0453,82.5541,90.3528,87.4707,90.7769,84.3215,88.9115
1978-12-31,51.806,47.5129,32.5344,76.8401,91.267,56.1694,50.8669,88.7019,68.6486,50.7329,76.2417,28.2477,77.6501,53.6479,47.4029,29.0012,84.7046,70.727,86.4522,100.0467,142.9537,83.9679,87.1133,1.0534,0.2389,3.0718,0.0702,95.7677,50.3933,63.8388,83.9276,47.2973,69.7007,183.982,646.9267,92.9344,79.148,84.7626,68.0692,48.6028,86.6336,86.2601,86.5318,85.8526,91.1579,87.0554,88.7096,81.9743,85.829,87.7332,90.1615,82.4499,91.5845,82.9981,80.984,79.3709,81.265,88.1905,93.7047,78.2307,83.3857,78.6048,83.2835,88.4784,82.2668,91.0506,85.8803,90.7601,84.5572,90.2901
1979-01-31,51.525,47.1722,32.3543,76.1012,90.284,57.3235,51.9658,90.2311,68.4991,51.1276,75.7383,28.5801,75.8516,53.684,46.8461,28.446,83.622,70.8431,80.8798,95.9828,134.4569,83.9427,87.1677,1.0666,0.2488,3.1372,0.0716,96.4648,51.0799,64.7695,84.4047,47.9868,68.8714,182.0456,642.2128,89.6914,79.7873,84.1408,67.8012,48.1143,85.9296,85.3649,85.6968,84.8667,90.1009,88.696,90.3955,83.4466,80.1579,84.0192,84.7823,82.2523,91.352,82.7793,81.3213,80.5421,81.9163,88.6393,94.7486,78.9487,83.4379,79.6888,82.1274,87.5157,81.6893,87.6407,86.2313,89.729,84.1244,88.985
1979-02-28,51.778,47.3093,32.5718,75.8841,90.2887,59.117,53.0625,95.9309,67.9986,50.5,75.3571,28.8933,76.3045,54.1073,47.2353,28.6697,84.2711,71.519,80.9289,96.367,137.036,84.8286,87.8628,1.0941,0.256,3.1795,0.0736,98.2835,49.4574,66.393,83.6869,47.6071,68.2065,178.459,628.9015,92.141,80.9549,83.6236,68.0226,47.6652,86.1169,85.3367,85.9155,84.4656,90.0303,91.3195,92.071,88.7785,80.0789,84.2086,86.3984,82.952,91.8014,83.6429,80.7381,81.0711,82.2865,90.1254,91.5073,80.4453,82.3269,78.9886,81.1848,85.7621,80.0019,89.7991,87.153,88.7987,84.2931,87.7849
1979-03-31,51.9382,47.5389,32.6814,76.4287,90.5587,58.1269,51.8068,96.3172,68.2844,50.396,75.8867,29.1113,77.2623,54.347,47.2822,28.7746,84.6139,71.0925,81.6175,98.9302,136.9709,85.1465,87.9653,1.1102,0.2608,3.2489,0.0742,97.7195,49.2172,66.4125,84.1847,47.5556,69.0845,181.1898,630.8261,92.3601,79.9979,84.7147,68.2527,48.1687,86.1486,85.4742,85.8495,84.909,90.2224,89.6419,89.6684,89.1948,80.6422,86.3013,86.3568,83.1001,91.642,83.6159,79.4874,82.2415,82.0477,89.4354,90.8329,79.9463,82.4308,78.8253,82.0843,87.0459,80.2367,89.7816,85.7959,89.5627,84.4696,88.3275
1979-04-30,51.3251,46.7402,31.8187,76.2576,91.7427,58.5822,51.5114,100.8772,66.9788,47.8362,75.4954,28.5012,75.9661,54.0756,46.9619,28.0161,85.1027,72.0818,80.874,98.1878,137.0968,83.8894,86.7524,1.0898,0.2617,3.223,0.0724,95.4401,43.852,65.1372,83.1974,46.6065,68.8623,178.3824,621.1249,94.0211,80.6106,85.7473,68.4256,46.4459,84.9029,83.7703,83.2452,84.5559,91.3217,90.1951,88.9374,93.4763,79.7981,85.5116,86.4448,81.7192,90.1292,80.8715,77.1842,80.9681,79.7443,87.1908,80.7337,77.8719,81.1022,77.1677,81.6811,85.6704,78.9787,91.1677,86.1364,90.2511,84.5716,84.7977
1979-05-31,51.7782,47.3949,32.5482,76.3303,91.2069,57.0697,50.7129,95.3871,67.4713,49.3031,75.3166,29.3423,76.5421,54.238,47.2187,28.5553,85.1948,71.2195,80.982,99.8347,138.0875,84.4645,88.1088,1.1219,0.2691,3.3161,0.0748,97.1005,47.442,66.42,83.6104,47.1863,69.0118,182.3,616.4754,92.7545,81.9128,86.2215,68.1522,46.6128,85.4247,84.6766,84.8163,84.4718,90.7042,87.7194,87.3422,88.4424,79.7955,86.8037,87.0908,82.1287,91.2977,82.0444,76.9353,82.6454,80.6942,88.5546,87.1391,78.8418,81.1567,78.0347,81.7227,87.5263,78.354,89.7195,87.2178,90.345,84.1165,84.7374
1979-06-30,51.7865,47.4538,32.6779,76.1155,91.3332,56.2611,49.734,95.4437,67.2244,48.7652,75.2775,29.4556,76.8572,54.0614,47.2484,28.7589,85.0412,70.6841,81.1737,99.4776,140.798,85.1474,88.7631,1.1562,0.2802,3.3836,0.0779,97.5682,45.447,67.1727,81.6132,47.6473,69.1851,185.4025,619.451,92.4722,81.8639,85.7149,67.5801,45.5116,85.2142,84.5202,84.8261,84.069,90.7402,86.3283,85.442,88.5461,79.8706,86.3533,88.8362,82.6443,91.7451,83.3418,77.8198,83.6312,82.0647,88.8334,83.2934,79.1646,78.8918,78.6959,81.7945,88.9917,78.692,89.2324,86.8681,89.4174,83.287,82.3947
1979-07-31,51.7029,47.4842,32.5746,76.5986,90.4419,55.1924,49.2888,90.9223,66.705,48.1334,74.8644,29.7387,76.8946,54.0384,47.1178,28.66,86.2421,69.529,80.8722,97.7598,140.4588,84.6987,88.7449,1.1731,0.2923,3.4752,0.0767,97.3022,43.6755,68.6559,82.0202,47.5288,68.3565,187.6151,615.7725,97.5103,80.8172,86.4026,68.0496,46.8757,84.861,84.3236,84.248,84.4391,89.761,84.5398,84.4636,84.3976,79.4525,84.7269,88.6738,82.0656,91.5096,83.3797,79.0608,85.1697,82.2007,88.4501,79.8937,80.3481,78.973,78.3937,80.6856,90.0314,78.182,93.8763,85.4793,89.7515,83.7346,84.5451
