,cs_national_sa,cs_national_nsa,cs_10city_sa,cs_10city_nsa,cs_20city_sa,cs_20city_nsa,cs_atlanta_sa,cs_atlanta_nsa,cs_boston_sa,cs_boston_nsa,cs_charlotte_sa,cs_charlotte_nsa,cs_chicago_sa,cs_chicago_nsa,cs_cleveland_sa,cs_cleveland_nsa,cs_dallas_sa,cs_dallas_nsa,cs_denver_sa,cs_denver_nsa,cs_detroit_sa,cs_detroit_nsa,cs_las_vegas_sa,cs_las_vegas_nsa,cs_los_angeles_sa,cs_los_angeles_nsa,cs_miami_sa,cs_miami_nsa,cs_minneapolis_sa,cs_minneapolis_nsa,cs_new_york_sa,cs_new_york_nsa,cs_phoenix_sa,cs_phoenix_nsa,cs_portland_sa,cs_portland_nsa,cs_san_diego_sa,cs_san_diego_nsa,cs_san_francisco_sa,cs_san_francisco_nsa,cs_seattle_sa,cs_seattle_nsa,cs_tampa_sa,cs_tampa_nsa,cs_washington_sa,cs_washington_nsa,cs_la_high_sa,cs_la_high_nsa,cs_la_mid_sa,cs_la_mid_nsa,cs_la_low_sa,cs_la_low_nsa,cs_ny_high_sa,cs_ny_high_nsa,cs_ny_mid_sa,cs_ny_mid_nsa,cs_ny_low_sa,cs_ny_low_nsa,cs_sf_high_sa,cs_sf_high_nsa,cs_sf_mid_sa,cs_sf_mid_nsa,cs_sf_low_sa,cs_sf_low_nsa,cs_boston_condo_sa,cs_boston_condo_nsa,cs_chicago_condo_sa,cs_chicago_condo_nsa,cs_la_condo_sa,cs_la_condo_nsa,cs_ny_condo_sa,cs_ny_condo_nsa,cs_sf_condo_sa,cs_sf_condo_nsa,fhfa_national_sa,fhfa_national_nsa,fhfa_new_england_sa,fhfa_new_england_nsa,fhfa_middle_atlantic_sa,fhfa_middle_atlantic_nsa,fhfa_south_atlantic_sa,fhfa_south_atlantic_nsa,fhfa_east_south_central_sa,fhfa_east_south_central_nsa,fhfa_west_south_central_sa,fhfa_west_south_central_nsa,fhfa_east_north_central_sa,fhfa_east_north_central_nsa,fhfa_west_north_central_sa,fhfa_west_north_central_nsa,fhfa_mountain_sa,fhfa_mountain_nsa,fhfa_pacific_sa,fhfa_pacific_nsa,zillow_us,zillow_california,zillow_florida,zillow_texas,zillow_new_york,zillow_washington,zillow_massachusetts,zillow_colorado,zillow_arizona,zillow_nevada,zillow_oregon,zillow_georgia,zillow_north_carolina,zillow_illinois,zillow_pennsylvania,zillow_ohio,zillow_michigan,zillow_virginia
2004-09-01,154.178,155.108,185.521910308131,186.912027103317,169.654297760838,170.958999419211,122.242803077354,123.3679,170.158806530484,172.18227,112.593817398329,113.39518,145.181994488361,146.0405,118.532771644554,119.75393,115.940199247267,116.9752,130.514065626558,131.87191,121.799783988573,122.76309,203.019667916657,205.49018,212.717817634542,215.08165,190.390589912343,190.68335,157.29799938751,159.35769,179.12236946233003,179.79171000000002,140.573211225299,141.64087,131.16620417517,132.47218,227.986706148367,230.64366,177.016846629492,178.15271,134.234170925852,135.22423999999998,165.082924641204,165.88585,196.118780066642,198.2356,196.241604997177,198.72316,221.345109645275,223.79917000000003,238.709116263757,240.81361,167.055438518718,168.72442,184.00782713077095,185.12931,202.617174638443,203.3025,157.00819570376302,158.32698,182.658524567166,183.89449,212.409927734451,213.79331,168.242375213494,170.1075,141.763300474716,142.89126000000002,231.08702525295504,233.78381,186.18353700404305,186.74276,164.787551372792,165.96267,193.31,195.28,215.17,218.14,186.98,189.19,194.99,196.87,169.64,170.85,166.8,168.04,183.71,185.97,195.67,197.94,226.34,227.77,225.53,227.55,177169.74566069475,387595.443348008,175390.64952489224,132635.2713826172,240578.1373553126,235880.3030124649,356744.8659157911,235654.6634837681,185065.80315145332,266876.9141005162,198205.40897199776,158460.57211155925,149704.35722291915,188118.4014225481,142160.3126250154,129378.76364813576,151229.48506353152,207902.19914034975
2004-10-01,155.75,156.298,187.447483009583,188.646537102256,171.297006233211,172.409623567625,122.724434780144,123.26726,172.04834174565602,173.96567,113.047890996986,113.34035,146.16641591026698,146.89477,118.633135821255,119.55046000000002,116.228217013297,116.75704,131.270891802704,132.17649,122.111497759739,123.02741,205.266162431385,207.07399,213.86877052787,215.73785,193.543607614245,194.29124,158.186782180997,160.09506000000002,181.124950757247,181.90317,143.80468408752,145.06704,132.720934405009,133.66786000000002,230.26741955005403,232.27632000000003,180.047772119735,180.74952,135.237000787618,136.07669,167.959503752589,168.7037,199.547219309929,200.78714,196.141833361843,197.92102,222.39536558097697,223.93883,242.73836018675095,244.65911,168.872717040089,170.42582,186.228011694638,187.01187,204.50866046073105,205.62074,159.682828599726,160.02513000000002,184.945477971137,185.56699,215.82456552522,216.33277,169.362751618412,171.22636,142.320641751855,143.14301,231.595450452155,233.59202,188.704241864143,189.58665,168.559855713365,169.3483,194.73,196.13,216.62,218.51,189.77,191.51,196.89,198.37,170.37,171.24,166.88,167.94,184.59,186.32,196.46,198.05,227.21,228.02,228.37,229.04,178847.67792890244,394932.1408203986,178196.02632429276,133266.47635176135,243022.44094939943,238000.83857872675,360013.1904827816,236032.8375975212,187739.06844497565,274822.0856511773,199960.76039402036,159062.03522614227,150208.13174514406,189672.69906538923,143457.47739428954,129728.96899058802,151740.22543733023,211546.0497332499
2004-11-01,157.526,157.495,189.491413393098,190.075660169012,173.086887510235,173.649302726352,123.233023865888,123.27167,173.052190228278,174.04113999999998,113.826077805005,113.74835,147.25030331770398,147.85645,119.318424415607,119.40542,116.466099602926,116.44936,131.87108709968,132.15813,122.437986369563,123.25341,206.856842023152,207.47596,216.022391113527,216.58175,197.07154786829105,197.64355,158.87011384496,160.4969,182.928589194298,183.69004,147.69617525939,148.5944,134.095813025215,134.54726000000002,231.762568410976,232.62633,183.278189623725,183.1461,137.284694249192,137.37635,170.588159688921,171.33399,203.15215543957,203.30817,198.092292027118,198.10658,224.05180444193297,224.37041,246.527287884368,247.53463,170.119026060881,171.17262,188.09235291035705,188.74538,207.262162379959,208.00971,162.02819128815202,161.45416,187.62598860112,187.5944,220.415425416336,220.30322,170.997140597479,172.10793,142.923451217404,143.6388,233.075322360657,233.48982,189.80429016961003,190.58791,171.755265675977,171.32773999999998,196.55,197.2,216.78,217.44,191.56,192.88,198.83,199.72,170.75,171.13,168.29,168.65,185.47,186.12,198.19,198.94,230.36,230.25,232.82,232.86,180422.54143493052,401382.3540387515,180827.2755182685,133831.148847879,245499.13785540208,240175.5010354269,363090.924084479,236362.19518098517,190418.58588340573,282038.41845074785,201711.9349768989,159589.86102880634,150725.32408666945,191004.70372456164,144769.81809412548,130084.32626560236,152207.45718931485,214718.5132894624
2004-12-01,159.329,158.66899999999998,191.759426179472,191.419454775252,175.08609217977798,174.834593466254,123.948587047109,123.5268,174.318577699443,173.42251000000002,114.765546098032,114.15495,148.585237258644,148.85242,119.753330136471,119.58411,117.035478351891,116.57966,132.755064235733,132.40474,122.701707245916,123.21009,208.185241316828,207.61685,218.129229347444,217.33848,200.873566285001,201.37065,159.675611938958,160.49058,184.599160945106,185.15536,152.151964105967,152.37747,135.22050156692,134.96366,234.300467338534,233.08084,187.114334984574,185.71823,139.11522398496402,138.60609,173.570293193299,174.06017,206.974645890772,206.0558,198.777394084376,197.31082,227.274416480322,226.05794,250.396338427992,250.36693,171.56358361821898,171.72681,190.072393498857,190.51454,209.582136154906,209.93141,164.548528209856,162.5473,192.49207447352,190.99064,224.990970911289,224.0082,173.312107848615,173.2719,144.48461464427498,144.62498,234.215810546693,233.06396,192.469747740572,193.52712,175.702357169355,174.1157,198.23,198.13,219.26,218.47,193.71,193.94,201.27,201.5,172.76,172.89,168.47,168.64,185.89,185.68,198.02,197.7,232.41,231.58,237.12,236.23,181974.0915275356,407614.16648222925,183508.50725528764,134324.64588643852,247866.1936131683,242598.0947885928,365668.9799395257,236900.3892626683,193621.13136756685,286988.34470280865,203414.6995505008,160052.22841909825,151237.547411292,192305.22790718148,146051.53534755585,130418.82437303798,152658.1295712254,217768.3460428038
2005-01-01,161.28799999999998,160.13,194.603514543608,193.349820725937,177.546077190034,176.437563868145,124.636502450766,123.83512,175.75962103394403,173.43406000000002,115.129901711505,114.25705,150.04120244806,149.69482,121.134679927764,120.10002,117.558121119333,116.38919,133.395211792486,132.33585,123.264838725346,123.05833,209.15595877025905,207.35048,221.471363205222,219.40768,205.339883273988,205.41952,161.398795525925,161.0106,187.17201040422,187.19388,156.329123507278,155.49277,136.774957572796,135.45651,236.71438698427505,233.77613,191.621093968054,189.34689,141.626534909086,140.18447,177.242256981229,177.03925,210.799937451203,208.63254,202.3746092516,199.17258,230.140068157956,227.78769,254.690782548458,253.68701,173.521542409226,172.76493,192.48531532170503,192.56116,213.371882199136,213.63643,167.114379418116,164.00605,197.487424632409,195.10675,231.21891617927503,229.86598,174.68993749225498,172.83505,145.863278640468,145.52631,238.283949271299,235.67066,194.808495353969,195.35091,178.121134132465,175.23933,199.62,198.78,221.0,219.35,194.76,195.12,203.73,203.31,172.82,172.68,169.43,168.76,186.75,185.67,198.48,197.37,235.03,233.34,239.13,236.77,183475.33010481935,413160.09628760576,186261.7230702062,134850.24321516158,250122.65856426823,245091.6132405816,368013.4532338267,237498.95266128893,197088.5113729348,290961.5887431081,204963.90034750625,160407.55102184,151634.48575923234,193399.3799871192,147371.95913098802,130774.30831661254,153113.32981337744,220862.7054308965
2005-02-01,163.346,161.925,197.77802592297695,195.874813656332,180.2494771624,178.49862740417998,125.444293732725,124.20557,177.935600345923,174.76378,115.642413832667,114.31563,151.823059185782,151.02442,121.901603449268,120.11148,118.268771629621,116.45745,134.370320986918,132.62621,123.956723277174,123.18551,211.679772409067,209.30911,225.207336620562,222.28893,210.050840158291,209.66838,162.676559883829,161.02647,189.792269644725,189.2878,161.648175793537,160.00178,138.276817432006,136.35223,239.028021689422,235.64335,196.01899767510503,193.49727,143.034606511351,141.31422,180.835706259597,180.06068,215.180549198604,212.24121,205.822538406042,201.76659,234.36147109049,231.21961,259.210477230156,257.03912,176.026201217733,174.54242,195.079807953928,194.59328,216.912786162563,216.94165,169.916452375632,166.42474,201.905980665863,198.67851,237.663132690948,235.54917000000003,176.07710849244597,173.18075,146.607564151999,145.65608,242.069417190822,238.91367,198.758881415649,198.7208,181.662899686781,178.67388,201.15,200.54,223.55,221.36,195.48,194.88,205.63,205.59,174.44,174.03,170.28,169.72,186.12,185.33,199.74,199.04,240.26,238.82,242.9,242.13,185006.9925473703,419171.0322953546,189205.88152247583,135292.44676633555,252321.03633301775,247337.7177372045,370755.9027618813,237964.93058883573,201325.16458719768,296289.2208981871,206619.38446629012,160738.85495562144,152060.24116630713,194600.4690580585,148443.16305694214,131151.09954755686,153482.8417158768,223887.4361730725
2005-03-01,165.81400000000002,164.577,201.279040996233,199.210797427931,183.187964741091,181.297388622072,126.190517167294,124.70273,179.460165036264,176.92231,115.445319225712,114.31423,153.99543091839502,151.84948,121.629625064862,119.72428,118.937148730365,117.37315,134.656686522403,132.7327,124.76310386978,123.46311,213.66334242741,210.98108,229.746893920011,226.75259,215.95876911361,215.44363,163.764715512338,161.11155,193.18848410253003,192.1676,167.797160113903,165.96431,140.198672374515,138.30147,239.915565275378,236.55785,200.46877574014,198.29758,145.331973721253,143.70247,185.26568838218896,183.74395,220.99255751813095,217.8595,210.067980009446,206.96771,238.936936568718,235.86087,264.246761830901,261.76953,178.999949860454,177.05696,198.194917746767,197.05013,222.089962828102,221.74461,174.27586836308498,172.00735,205.679157833829,203.53361,244.800970354735,242.27113,177.677238811498,175.21161,148.07789735364798,146.19987,246.752982655185,243.59816,201.349179158599,200.36788,185.45822716173697,183.57567,203.17,203.4,224.13,224.37,197.56,197.33,208.59,209.41,175.65,175.61,170.91,171.42,187.57,187.77,200.5,200.91,242.44,242.21,247.78,247.02,186587.0087949705,425489.49586782994,192506.89125252256,135686.4762227471,254343.78073172315,249827.62856956603,373677.7150244045,238435.41330949703,205828.2863245856,302108.39319552324,208629.7985671352,161079.75272652283,152459.1196619581,195810.37502945928,149468.83863106885,131537.42539319865,153824.3369335508,227098.3766647837
2005-04-01,167.50400000000002,167.00099999999998,203.828772063163,202.511989443329,185.51473328337897,184.241053699396,127.006781523363,125.92175,180.493221580121,179.03836,115.465509757304,114.90665,154.603925944839,153.28009,121.877560522588,120.65258,119.033385359415,118.36502,135.089970201602,133.84958999999998,125.538654946081,124.32595,216.19347378658,214.51607,233.443546241321,231.58679,222.34937706515305,221.41517,165.067570250757,162.08053999999998,195.17067495057,194.10349,174.636605422868,173.08342,142.104499136549,141.13612,241.298824497252,239.58499,202.30768912722,201.86259,146.77041568248,146.21159,188.44729642243303,187.21859,225.763895017398,224.08883,212.786340685067,211.52417000000003,243.03972529473705,241.45614,269.846385495197,267.76851,180.895273308824,179.07433999999998,199.878175502969,198.62173,226.404942834905,224.83658,176.154827034253,176.39466000000002,208.371789302154,207.87647,248.052372251149,246.8573,179.426654898923,177.87707,148.085467521212,146.94248000000002,250.179568916914,248.20992,203.93354333359,202.90298,189.137726706254,188.82647,204.94,206.0,225.4,226.76,199.36,199.47,210.68,212.13,176.09,176.98,171.73,172.72,188.33,189.73,202.12,203.2,247.07,247.94,251.52,251.93,188366.9600756795,432614.1191813753,196397.4583308237,136033.78790850475,256478.56787903607,252803.3429537795,376789.4584688948,238961.52709658683,211227.5611210888,309748.6612737344,211389.68975989328,161558.97700936702,152988.43303015313,197139.28917745184,150584.7001980256,131902.27144433002,154101.35958694902,230753.65632273405
2005-05-01,169.354,169.547,206.084318568835,205.760003821625,187.54978506244495,187.205855043686,127.291284359224,127.12336,180.710044525934,181.1717,116.020547441287,116.08876,155.274925938908,154.71989,121.907617875277,121.87434,119.278842672194,119.47166,135.128884423673,134.8157,126.499989963511,125.31668,217.985576422971,217.27812000000003,237.105440086824,236.67653,227.56025292909695,227.10261,165.16982901177602,163.46945,196.732262883616,195.963,181.130663315594,180.16373,144.476882073997,144.36208,242.329238188623,241.9984,204.82114265699,205.52072,148.771522917558,148.96908,192.00713909137295,191.35864,229.737012433162,229.86548,215.19871265057,215.64497000000003,246.908058902548,246.84962,275.618622155078,274.37801,181.414524500308,180.42897,202.32359891012,200.98652,228.019799491507,226.70664,178.038760363893,179.64442,210.662807107471,211.42194,251.625684113661,251.30908,179.822798529675,179.44726,148.982099573454,148.35193,253.568500218673,253.62163,205.658106552043,203.85456,190.949227951605,192.46246,206.62,208.77,228.13,230.47,199.59,201.2,213.61,215.68,176.83,178.22,172.79,174.49,188.51,191.35,202.56,205.04,250.58,252.32,256.02,258.03,190257.7885109669,439544.41350798175,200738.73352624392,136411.5619177256,258745.4480294859,256310.9548457361,379478.3451644145,239683.57705862707,217511.4610403852,315426.67936099466,214544.04460091452,162152.9716163623,153552.9440385061,198496.4566235349,151928.0148144332,132215.5506187162,154436.55237993246,235133.49243902124
2005-06-01,171.19299999999998,172.018,208.22437416880905,208.85944514229695,189.530356699172,190.097995830667,127.815465147723,128.53212,180.083127390192,181.33139,116.989806299871,117.96848,156.07303721350002,156.16159,121.611906725564,122.43345,118.996141149073,120.02775,134.938400372709,135.70857,125.861974164329,125.47357,219.436937145131,219.86597000000003,240.583339475464,241.69702,233.954622520657,233.42413,165.41791381917298,165.04165,198.197124673298,197.76561,188.947851656935,188.95775,147.567244045956,148.36921999999998,243.653978280454,245.34751,207.194971983647,208.92438,150.786777736339,151.78675,196.8024442234,196.60065,233.785244849487,235.37846,217.873541191758,219.88922,250.68157085226895,252.20969,281.953309958764,281.87138,181.916266263833,181.82444,204.10745092269696,203.54345,229.793396081229,228.7711,179.784824180369,182.51366,213.419641473366,215.23646,255.292159068737,256.51257000000004,179.338251118161,179.95918999999998,149.615442624731,149.46036,257.980501170698,259.39041000000003,208.55683134271305,207.29834,193.93938322032105,196.31145,208.41,211.29,227.14,230.75,202.32,205.47,216.95,219.65,177.55,179.6,173.87,175.91,188.91,192.19,203.22,206.32,253.61,256.32,259.44,262.26,192238.25598150244,445952.9901536744,205444.87963050744,136824.4129405997,261087.78277609427,260386.2438112241,381323.4246723098,240358.43226981425,225420.71724491543,319868.84255761607,218052.6043396724,162830.85794779376,154245.61906811528,199864.53882270615,153482.04409910706,132529.30227143425,154702.8146902532,239578.1632086836
2005-07-01,172.863,174.101,210.27658457313203,211.647165496154,191.379258008586,192.669155513936,127.764284103741,129.03302,180.011988152255,181.89676,117.698958311462,119.01967,156.61736761861098,157.37931,121.449221411672,122.77593,119.374310263721,120.82903,134.969785272805,136.46865,125.263997696509,125.76706,220.459776177474,221.92709,244.262579161621,246.36617,239.223684568898,238.98054,165.208428215777,166.09181999999998,199.81102202787105,199.86446,196.159479015887,197.14783,150.418714648477,151.82134,244.516397403992,247.33038,209.30768421318905,211.55884,152.829819163122,154.11081,201.114885707356,201.65056,236.781572559114,239.49883,220.211094345485,223.26049,254.807624220814,257.28978,287.709659596017,288.80255,183.053459676293,183.93166,206.340963784884,206.72601,231.459621167115,231.35131,181.053340799498,183.98911,214.834096240649,216.98672,259.069918638395,261.38008,178.72689267492802,180.67244,150.459721451542,151.19668,261.78272232759105,264.35533,212.218410980607,212.05011,195.91341557327,198.45329,210.51,213.35,229.3,232.95,206.19,209.19,219.6,222.0,179.12,181.03,175.05,176.81,189.38,192.65,203.87,207.43,257.16,259.61,263.37,266.8,194233.48394876497,452084.46230522095,210467.0641570305,137189.76096259637,263552.58366217435,264873.35120834096,382430.7455827647,240978.0645294481,234347.69925817443,322693.8418459149,221753.9875680534,163467.256847105,155011.8897732847,201175.8290754495,155144.86972034315,132824.14550038843,154894.3821757692,243928.208312746
2005-08-01,174.445,175.926,212.317501610278,214.134884213318,193.367464166694,194.982673980777,127.925543366549,129.50975,179.70098137115397,181.67387,118.513408401188,119.83062,156.55521710025,157.81365,121.427729871603,123.16379,119.554990578533,121.15007,135.23745741287502,137.19166,124.676465438454,125.64849,222.023104462355,224.51485,248.283829689232,251.09562000000005,244.937884052346,245.23788,165.32224267630698,167.14522,201.49879870103803,202.32975,203.004288376087,204.93588,153.414665819377,155.03875,245.504070261318,248.45465,210.714941488349,212.86304,155.10563775856198,156.61166,206.391345246763,207.20988,238.996599732949,242.06217,223.54321412374,227.04802,258.936125273542,262.01749,293.731451290113,295.69123,184.50143457386105,186.23417,208.40653379932095,209.49624,235.25489781435505,236.01812,182.07363203627,184.45171,216.16415378628895,218.56233,261.668533479414,264.34146,179.81981944117402,182.01573,150.832823691111,152.09237,265.266238268702,268.17807,216.614521685396,217.58189,198.912920947859,201.06344,212.05,214.81,230.08,233.04,206.95,210.36,222.35,225.0,180.2,181.93,175.22,177.21,189.62,192.79,204.59,207.53,261.33,263.95,267.45,269.97,196251.65503032843,458304.0527704314,215657.74504385536,137531.71870240223,266129.29032446793,269889.3335589825,383049.9389005058,241574.91071177585,243156.75690847405,326124.5431107502,225785.3553635654,164083.54824186035,155849.06119879478,202621.5038993116,156887.20692389316,133144.67726222068,155103.75704360558,247853.2870210153
2005-09-01,176.44,177.613,214.97109727471295,216.769954520255,195.62007331573,197.360838899142,127.945635858487,129.49168999999998,180.14763808252,182.45434,118.590680911529,119.59683,157.966484453447,159.32255,121.655616776959,123.17305,120.336811488383,121.62157,135.908831401542,137.60251,124.654590693918,126.02828,223.773368516525,226.58901,252.841103826933,255.84527000000003,250.696553304196,251.20925,165.58649475752898,168.42148999999998,204.075557375684,204.82675,209.57744419348705,211.45412,156.461793020172,158.2178,245.951754440607,249.02561,212.69777053063203,214.73006,157.527381057038,158.99455,211.712956691846,213.19046,241.389093801441,244.10525,226.870975984731,229.96862,263.615706433428,266.56406,300.127859822889,302.93003,186.370112446748,188.25611,210.553837591912,211.94723,239.067216926714,240.12175,183.001627533974,185.0428,217.322218112784,219.30002,265.000438439642,267.13278,180.64705586498,182.90387,152.015680269455,153.56486,269.164647455887,272.3028,221.298339070489,222.21515,199.94590650519,201.65472,213.96,216.14,231.6,234.47,208.94,211.21,224.3,226.46,180.85,182.18,176.67,177.99,191.06,193.42,205.22,207.72,265.06,266.76,271.66,274.23,198236.34501873588,464552.1921486999,220745.25210799635,137874.06922768292,268834.6299146385,274678.98623967025,384085.46318423696,242135.35673873653,252068.93895599,329129.9830825343,229984.06107363896,164699.14650239688,156667.8436239812,204279.4564764431,158524.4556563598,133452.52489726874,155361.37218929158,251730.5116342432
2005-10-01,178.03,178.755,217.458599352285,219.074023489221,197.882966147532,199.400847762402,128.846995260215,129.63311000000002,180.01292570516202,182.07203,119.928468035978,120.29487,159.153803961253,160.4689,121.990819583551,123.1267,120.935312145148,121.6638,136.609610223231,137.69395,125.121352725972,126.27828999999998,225.57668984218,227.80856,257.743321847734,260.15581000000003,255.871108068421,256.98999,166.90766088493498,169.43454,206.6792921348,207.63637,213.61835988722697,215.94855,159.079193325897,160.43728000000002,247.713498985034,249.78653,214.124937038916,215.55285,159.833499134454,161.06011,217.89071278474097,219.1619,243.767940874501,245.44006,230.406275607288,232.68725,267.577778672078,269.5363,306.39577701985297,309.04424,188.29067366044,190.0837,213.04193047220403,214.09729,241.96044092806,243.36315,184.108055325853,184.96448,218.735205949469,220.02298,267.643058662306,268.72364,181.73161912583305,183.67908,153.056929891938,154.32254,273.62016613938,276.13478,222.359356716202,223.54933,200.87288435771,201.84216,215.21,216.72,231.66,233.42,209.6,211.55,225.9,227.63,182.51,183.26,178.34,179.49,191.47,193.18,206.11,207.93,268.19,269.01,273.15,273.95,200116.12277895203,470685.1057532887,225430.75834787256,138151.54463456487,271587.6261630917,279012.17701048614,385338.0197083032,242767.85760538583,259840.0909015988,331402.6878648074,233977.01729177567,165315.0626179975,157526.25382662506,206084.0033573422,160017.3991178962,133765.71636448943,155644.06826584038,255188.68717490137
2005-11-01,179.683,179.676,219.941076483078,220.808550197406,200.14827678990295,200.965721951913,129.745797258776,129.83351000000002,180.811935891906,181.68786,120.368864078779,120.25964,161.324968304495,162.43986999999998,122.49190881347602,122.7211,122.107936085844,122.11284,137.221157863601,137.53136,125.684974694569,126.68442,227.9091648727,228.76754,261.663500966265,262.56457,259.921703628962,261.00199,168.286292735191,170.33648,209.321215335167,210.3018,217.410900152118,219.12463,161.774848283559,162.49058,249.545598160354,250.3439,215.51469837009896,215.70467,162.482696687201,162.72606000000002,222.57494823947,223.8502,246.220476967499,246.69728,233.219763903237,233.41358,270.860379474444,271.45926000000003,311.548370057321,313.28647,190.525796896466,191.78472,215.449319551213,216.20532000000003,244.648392823827,245.71354,184.941689584357,184.62067,219.093231858534,219.79428,269.725072675057,270.07376,181.675480270976,182.48972,154.252646488955,155.30473999999998,278.825372342123,279.31912,224.191796349698,225.06304,200.624311046945,200.22785,216.65,217.29,232.53,233.06,211.32,212.63,228.9,229.83,184.33,184.86,179.24,179.6,191.56,192.13,207.07,207.77,270.93,270.63,274.33,274.3,201832.16170320957,475660.2689577237,229762.7892146108,138475.82536991927,274076.2435886071,283020.67698081007,386440.7292978594,243344.53467796257,266987.6892175011,332718.9170648421,237655.0551932648,165914.4833208466,158337.6386209485,207520.52553409347,161387.1715337213,134074.34888689613,155878.68212446306,258376.4685229575
2005-12-01,180.912,180.109,222.180448900176,221.90557320765305,202.177237377491,201.967220225835,130.70503044491102,130.21033,180.437692538202,179.44238,121.569623914799,120.8221,162.646390597432,163.1629,122.84025256167,122.70865,122.833950350507,122.20399,137.919475600074,137.49776,126.343817260053,127.0477,229.888440708951,229.41521,265.419379226423,264.76966,263.940010721818,264.82602,169.329263677198,170.3298,212.05222855395,212.67977,220.177692542434,220.74984,164.233878583478,164.00055,249.869888713024,248.55185,216.41377518355,215.10663,164.827354277765,164.1977,226.002573057365,226.75382,248.437932866791,247.36782,235.644315175328,234.1144,274.108372553554,272.91901,315.933031894066,316.25309,193.020108569838,193.0437,218.01222896851,218.54027,247.230925378782,247.7917,186.541522336418,184.49465,220.015084190532,218.96961,270.811775316974,269.93931000000003,181.760645189112,181.4068,155.216534427784,155.45514,281.907067678624,280.77202,225.70890784086004,226.81345,200.369514895056,198.83647,217.88,217.61,230.23,229.39,211.95,212.16,230.81,230.93,185.92,185.99,180.59,180.6,191.45,191.02,208.09,207.6,273.24,272.0,277.93,276.6,203382.69354238012,480064.2067805038,233821.9011088781,138739.90666920287,276556.0702620584,286751.73549292114,386694.61151760415,243929.2096032968,271875.0276316793,333435.6426035015,241378.64406060512,166477.53969966096,159128.25586660168,208744.94476986956,162672.835488816,134354.77684037582,156106.2073412625,261009.67617053224
2006-01-01,182.321,180.828,223.87108596772003,222.461213257642,203.77137317816897,202.444372021888,131.708872102166,130.58639,180.626940409297,178.17359,121.027211832452,119.96009,164.44788685304,163.97782,123.359606710556,122.11713,123.443578474974,121.91083,138.80414099844802,137.42036000000002,126.872719618503,126.66271,232.27266545796903,230.48451,268.208774437242,265.92041,267.969000290947,268.24818,170.122674777295,169.55995,213.504469803978,213.49584,223.011178502512,221.80593,167.103249686936,165.32963,250.574054513842,247.4588,217.401896685964,214.78221,167.420119291325,165.49081,229.524174075985,228.98378,250.27252868416,247.69905,237.37355635005,233.60735,277.074148852029,274.53914,320.329851518952,319.4744,193.836144186045,192.82967,219.2937097823,219.36903,250.048837102481,250.46915,187.133250914571,183.55942,220.753677470617,218.50403,271.043042969645,269.95977,181.077937477339,178.97589,156.670425338127,156.09833,284.638601564788,281.8216,229.140667918146,229.64918,200.95798005197705,197.87502,219.18,218.08,231.43,229.7,213.42,213.81,233.09,232.34,187.59,187.11,181.75,181.0,191.96,190.6,209.09,207.6,275.64,273.3,278.31,275.39,204710.47721729183,483733.4363780867,237573.8367647247,138956.61836269297,278723.6925527484,290071.8891956341,386547.3007204388,244511.675384976,274437.96065638616,334112.75787055615,244917.228691976,167026.40003387132,159860.51091695044,209816.1160599377,163813.889598847,134583.33198940664,156342.15635003906,263327.35893989104
2006-02-01,183.287,181.499,225.635986254864,223.378258633355,205.362927902585,203.19232409627705,132.337067661389,130.61265,179.543716677307,176.28399,122.136459658226,120.50755,165.921472788373,164.6689,123.311261470241,121.03745,123.482224215842,121.32849,139.290451303445,137.12373,127.300642093693,126.38862,234.40103783081005,231.93601,271.233748418234,267.74606,272.03254544195,271.68448,171.45294267424802,169.32027,215.05366827177,214.46956,225.253885196116,222.65251,169.675037495175,167.03162,251.376406688834,247.88913,218.820778442365,215.49524,169.473885229518,167.08682,232.286161507196,230.90996,252.022464726964,248.38637000000003,238.10974739459,233.42006,280.730272333143,277.09185,325.592951881423,323.18653,194.50759279657905,192.70822,220.993761850102,220.53699,253.36314484898895,253.32279,188.271151809324,183.84642,222.219937489759,218.56895,273.094513202386,270.70416,180.807491935635,177.64683,157.84234509386602,156.37643,285.280220487844,281.8393,231.281694176753,231.53662000000003,200.651819209283,196.99248,219.68,219.0,232.19,229.99,213.14,212.51,232.71,232.58,187.75,187.23,182.74,182.07,191.94,191.01,209.18,208.47,278.29,276.73,280.58,279.89,205943.5923789605,486996.8704034371,241054.80433954744,139175.19476163643,280706.5052243672,293496.4752775943,385907.7627257343,244920.68915654777,277716.6542114829,334393.0193355197,248134.3727934338,167579.91816353975,160583.57991090638,210988.53083315023,164808.5654332086,134766.82060851736,156561.1981086797,265582.61630340293
