date,cs_main_national,cs_main_composite_10,cs_main_composite_20,cs_main_atlanta,cs_main_boston,cs_main_charlotte,cs_main_chicago,cs_main_cleveland,cs_main_dallas,cs_main_denver,cs_main_detroit,cs_main_las_vegas,cs_main_los_angeles,cs_main_miami,cs_main_minneapolis,cs_main_new_york,cs_main_phoenix,cs_main_portland,cs_main_san_diego,cs_main_san_francisco,cs_main_seattle,cs_main_tampa,cs_main_washington
2000-12-31,109.14200000000001,113.931339035159,111.80087175472099,106.575619197353,116.950496542729,103.00486109181801,108.149483441073,104.220121739042,106.56595161310699,114.540561806589,106.67943049239099,105.51923169505599,110.71600549964501,108.658952447106,111.731519826012,111.839543464366,106.012882904621,104.108505930293,116.96094359087799,130.061233988698,107.288857123612,109.808481127458,112.40423380868499
2001-01-31,109.848,115.43028044982401,113.053497832961,107.07255895912701,118.837638180303,103.537101322619,108.92284745303199,104.537838400655,107.23741543691,115.505531751976,107.327208004131,105.770106157556,112.031476521316,110.241082216072,113.35491187479401,112.93625850281,106.40367809838499,104.603897472557,118.901366656642,133.040244295435,107.76868518949199,110.897938532836,113.794411060544
2001-02-28,110.50200000000001,116.69129844717699,114.126857716959,107.431199196894,120.406708256854,103.871564820841,109.520926789962,104.851510459346,108.376350629244,116.880377148968,107.50492312823,106.171489259147,112.902899157742,111.07378126944401,114.50131444677099,114.251952550991,106.88188606736901,104.85486913925101,120.14418478615299,135.07526108137,107.910240869419,111.70558011718398,115.390590840994
2001-03-31,111.109,117.724863857689,115.08519555861,107.818068399779,121.55614982528299,104.002509709163,110.357388682562,104.96713032820499,109.08330179744699,117.238786993209,108.04108098614401,106.985616374008,114.17849708316099,112.27046717371701,116.391035631224,115.314224067342,107.456369456567,105.10133517883101,122.321186240614,134.936974012639,108.145494494304,112.415211340215,116.838317955176
2001-04-30,111.652,118.50031418406601,115.840550706856,108.354885525764,122.739598665772,103.868714283202,111.28858456758002,104.78175432587601,109.900299723803,118.520077272648,108.39036950463002,107.947674422598,114.636796172901,113.525242843887,117.273210725187,116.364966563282,108.08150491824301,105.42337628203501,123.361607906388,133.85579210931002,109.033793230119,113.451546363739,118.630567596046
2001-05-31,112.163,118.95287402208099,116.30074266993799,108.647883474383,123.17764616496099,104.220203369221,112.087049631392,105.25180973618299,110.05757375183501,119.25303089774799,108.849526535388,108.742712898338,115.257389085602,114.773764183631,118.28430819344999,116.97820853026501,108.70535906185499,105.955567509989,124.27773969862,132.662007709601,109.236887725149,113.764130125054,119.256857809303
2001-06-30,112.79700000000001,119.502232526748,116.89975030964399,109.306009445056,124.43970828815901,104.323318058722,113.216371530077,105.67796764494699,110.480926730392,119.97409166783702,109.14206672180201,109.506724080854,115.73461114422301,115.905358466831,119.675596818754,118.075068093363,109.020749506439,106.591485233827,124.51575970862,130.833803231367,109.73984472907699,115.198923454772,120.246294764911
2001-07-31,113.492,120.102298479665,117.496601115974,109.670454220119,125.601493254445,104.83538117028,114.210723882232,106.47542269283899,110.42153307689101,120.39021038378799,109.66103775552799,110.30452668825001,116.37563196499501,117.13362692947099,121.257162699041,119.223207203541,109.511910235158,107.343814471201,125.285971803313,129.281105455377,109.99125944398199,116.15615756832099,121.08068678257601
2001-08-31,114.16799999999999,120.954297161184,118.24522871797899,110.191502587472,126.94309929815901,104.625698057999,115.251165152755,106.98145193814001,110.634006940432,120.963671860045,110.412811814598,110.972852420105,117.358519231031,118.292651815013,122.118468099825,120.586368209468,109.860477728559,108.01678002113701,125.870315501989,128.330618726023,110.554288989354,117.846203378417,122.08724020129601
2001-09-30,114.81200000000001,121.95214939328599,119.027952825081,110.669103918383,128.14609757390198,104.730903474631,116.095372624615,107.273437357064,110.52294637169399,121.50565952828899,110.852825909589,111.700745339425,118.340089890735,119.521838173337,123.195588438888,121.983003610408,110.276555382077,108.34227496515499,126.977722316991,128.18420255996799,111.210941756796,118.124957851586,123.103810178183
2001-10-31,115.309,122.809646871551,119.69404798464501,111.05437629144501,129.133296698106,104.525855483195,116.520597912008,107.00552557042299,111.204179092649,121.69787917830601,111.102963971994,112.080117423986,119.315661379062,121.09061980938101,124.095356001477,123.094915083502,110.75137444219801,108.534428294035,128.152065051613,128.210652576336,111.59549414513201,118.87597060578999,124.134356396154
2001-11-30,115.855,123.622556124354,120.274743184356,111.176223210294,130.18156496895799,104.50118201925,116.80416763568701,106.766990773627,111.446056264293,121.641963626968,110.931491807684,112.969087108734,120.303206369303,122.701212187179,125.28252889777599,124.404439229695,111.098988037311,108.440739419513,129.35088129031098,127.674897480413,112.035964906793,119.544012195513,125.04640013279499
2001-12-31,116.45299999999999,124.019417402169,120.672263966253,111.297583116624,130.509512117446,104.60992723474199,117.08970455872401,106.368935826675,111.993829995371,121.624767320249,111.25094707467899,113.51690028014299,121.28962135376601,123.765778403949,125.97665336713699,124.57533645155,111.65355146594999,108.406096710548,129.987987058367,126.843087697967,112.06797180011299,119.885094614835,126.178112238465
2002-01-31,117.14299999999999,124.827262893682,121.360320375816,111.66946502751101,131.353007161046,104.784846561488,117.50514962302499,106.876883749166,112.541908967531,122.096946903139,111.468550955079,114.451549063823,122.706507184632,124.498163769309,126.41997660587201,125.37991496942,112.15738521123899,108.925121166175,130.318193341944,126.84205797865,112.836311024295,120.395793042427,127.24570143052901
2002-02-28,117.844,125.758569201781,122.190820493854,112.27862249808999,131.773576327922,105.26312572487,118.121387425521,107.424832277761,112.749213465497,122.393265051716,112.15283799426201,115.003972537979,123.98952081249901,125.42768064692301,126.97878501366199,126.09771070897301,112.790998363006,109.53025057999201,131.729696020766,127.614096894267,113.263959191791,120.700033511063,128.823820434985
2002-03-31,118.68799999999999,127.03521026638501,123.321470113842,112.69657396666,132.96790839628702,105.606710930356,118.721810545118,107.973850490131,113.234225561784,123.105986488863,112.33533706894801,115.404569745259,125.45607427321,126.648917101212,128.12330394929398,127.320637188035,113.206382478435,111.13550376504801,133.193398814404,129.559938651446,113.572841882503,122.95814672816601,130.13886844230498
2002-04-30,119.61200000000001,128.539689032794,124.50776019268,112.77556930658001,134.527804117703,106.154144086773,119.63484360373,108.357255035804,113.369582801994,123.332127190919,112.320433420911,115.39871226435699,126.851902121281,128.093302587435,128.994682385714,128.693019113376,113.68046409698799,111.06117074126001,135.64858979281098,132.11037232148,113.52531893265301,123.707047226019,131.623310643047
2002-05-31,120.725,130.339861893934,125.92446593611601,112.940449391401,136.681798016625,106.139371632898,120.339116977468,108.590301875147,113.464970436724,124.00864063651899,112.818003147852,115.87383734018299,128.69198511244102,129.791916453617,130.220039318723,130.484808202759,114.197854542503,111.524942886363,138.132803832695,134.748356020924,113.728909708892,124.950321294305,133.294920233888
2002-06-30,121.814,132.216693354687,127.38847463312901,113.253155585442,138.77183663651599,106.208135561508,121.053238536892,109.14914250903401,113.190278829538,124.254681109295,113.376891456345,116.338215143466,130.772304045012,131.567502600917,131.204135103773,132.495632277616,114.676718626514,111.298741735415,140.53807189664602,137.56918706879,114.05363462807101,125.59767773805599,134.840568332831
2002-07-31,122.88799999999999,134.097854098836,128.87958856546499,113.66749994993201,140.54156428943998,106.15260726330999,121.85973142222001,109.45708953553002,113.179386914071,124.67604776129299,114.032652638078,116.826836057791,132.85871444979202,133.48074349161,132.28916237957898,134.854409959226,114.99404366375,112.272905134712,142.872076178187,139.37333822201902,114.455320234335,126.85326077520399,136.99858720127898
2002-08-31,123.83200000000001,135.954579530638,130.30727875147,114.022844946719,142.307937836157,106.73270302388201,122.63489963671499,109.488069652102,113.562620711422,124.61101537756001,114.545459609728,117.272668475713,135.085217392402,134.907996930154,133.285739526581,137.003348580997,115.285806464323,112.015488106793,145.70483751772,141.107911480788,114.755351883438,127.753579155182,138.954971609114
2002-09-30,124.781,137.607005347485,131.526921251828,114.16998094996,144.203128210541,107.05596521840799,123.48356191305099,109.413075834767,113.74061542342501,124.666950220862,114.79711768253999,117.80449413452601,137.236732832316,136.581841162886,133.894704907059,138.826656789876,115.53961342943501,112.20548296691099,148.042710831171,141.850832836031,115.046259674967,128.573840171368,140.802239169615
2002-10-31,125.736,139.368106579837,132.846631598734,114.600057783352,145.848389563239,107.310208196652,124.35092373153799,109.58243072796199,113.86467857121401,125.00026088235902,114.87789161549601,119.161660717285,139.723107272846,138.266421160431,135.262258306318,140.801751448256,115.814197494592,112.33399242112199,150.589236707758,142.81829080918502,115.433817051059,129.200780938186,142.44893509054398
2002-11-30,126.671,141.00702633021498,134.09696476624902,114.92704051549102,147.409319864097,107.34091015179399,125.316701651968,109.76623509267999,113.855557793778,125.55500350055,115.527098894286,120.601085867946,141.824384536738,139.83731960324,136.134910659258,142.843487982705,116.241187827417,113.002033860972,153.04059806156098,143.633219882409,115.90767549873999,130.256535954059,143.865827574373
2002-12-31,127.625,142.56531973427602,135.405259761005,115.25941648066299,147.858348894941,107.715794320818,126.366207379955,110.226619418335,114.19277979886002,125.71203294763001,115.606839653546,122.00578039326,143.982063165917,141.705794831756,137.912373635979,144.913604786854,116.71449787889,113.80203542317699,155.197729141702,143.819285747118,116.629694081359,131.83037817886,145.590486813231
2003-01-31,128.46200000000002,143.862094951648,136.466797019737,115.654662374606,148.524578717052,108.37747561823,127.222375744575,110.892300266019,114.714091488213,125.619506916895,115.704201551492,122.913809823316,145.752402771141,143.775067438923,138.861065325612,146.638990734431,117.709906388897,114.613707646607,157.295779501065,143.733915101431,116.84558358052799,133.271389035861,146.676850831963
2003-02-28,129.357,145.04077353103702,137.452827885511,115.957190301159,149.69789437693,108.75420563423,128.211178441929,111.701107036301,114.82356028639299,125.59865970385599,115.343750153523,123.748589518652,147.308755343353,145.872257510924,140.04423459777001,147.937101138221,118.607941391126,115.40012835794701,158.500383868274,143.850324362304,117.479596268911,134.66189572522498,147.943993445103
2003-03-31,130.148,146.136439739107,138.378817621066,116.68311656060601,150.972863453638,108.433543298573,129.485519047388,112.046562083764,113.956022860338,126.111024920434,116.170700729975,124.33111696961201,148.88173796178302,147.389127708306,140.572660621854,149.216318222572,119.563360631091,116.000131687066,159.698668265915,143.956334664447,117.999216731302,135.520304586631,148.699930447209
2003-04-30,130.884,147.139676138468,139.25004797777902,116.60146589329399,151.641762603331,107.984571054759,129.782827539353,112.59568061514601,113.580691589347,125.915751209471,117.119372336224,125.287858247824,150.485561518414,148.69996111713698,141.514585441272,150.339895154266,119.900505419618,116.392930410362,161.09848007849502,144.29869619956003,118.46667185422301,136.62673772070102,149.929694658827
2003-05-31,131.735,148.192373275964,140.14699720284702,116.85559763258499,151.878977923632,107.713791983162,130.52896910095302,112.977210347451,113.626971945458,125.777562989615,118.1077137841,125.970293150476,152.288284663368,149.763617610692,142.251503342913,151.491933968317,120.29079243737101,116.928117219389,162.58260937692802,144.37479279328699,118.885188562806,138.117429062534,151.36917023021002
2003-06-30,132.649,149.132051046608,140.919718845201,116.82156177812,152.378730919859,108.03615785965799,131.022709111482,113.35942619546101,114.154513299289,125.08052890956301,117.83907421752899,126.943519376217,154.062876327355,150.720360994034,142.592843940382,152.247026024083,120.665073177576,117.667013273949,164.20074882640301,144.840311716103,119.361020687012,138.66574397480102,152.996331919083
2003-07-31,133.77700000000002,150.646602021925,142.11887876795,117.036786160391,152.89199844241801,108.150149871723,131.698926987593,113.793352347525,114.34576658160401,125.164515850218,117.794580202917,128.357013916133,157.016131439311,152.776177967564,143.798469163661,153.28968433972202,121.28227405453801,118.314946147369,166.359190483367,146.174843231779,119.965289236339,139.351880845578,154.713099288228
2003-08-31,134.968,152.435289083984,143.55183938236,117.321485415108,153.564692853414,108.66811227840599,132.194726573308,114.41476400243401,114.363427362264,125.597475469362,117.83186007834298,130.43538483142999,160.104664465051,155.050978961112,144.779087139648,154.486736991358,122.09677843674801,118.87751232792299,169.427117179233,147.795701460562,121.01715405695299,139.700290827922,156.79339783347
2003-09-30,136.295,154.658224099846,145.261272778506,117.723572728421,154.607058856435,108.60284351301901,133.28580064070601,115.093812908561,114.390443103376,125.829175655604,118.129139509265,132.699632653772,163.58826125182802,157.067475346938,145.873792455087,156.363150683834,123.043047031504,119.452139131071,173.151033952012,149.637017557554,121.698575249745,141.864563141806,159.256019883835
2003-10-31,137.533,156.814447389247,146.99045729681,118.028712363776,155.9018887945,109.96112975640699,134.44700388085698,115.73123598355801,114.505418488239,126.298093329214,118.79795415379299,135.70379787797302,167.05646600554599,159.08423765588898,146.97001277054702,157.97673171218,123.906346599814,120.338240596169,177.153465543486,151.55009892508198,122.83470050442,143.28516736008,161.693973953856
2003-11-30,138.795,159.169884202086,148.822918999289,118.445063638887,157.682690647102,110.61354906433701,135.652480844998,116.157311354661,114.62690212273,126.79620079492202,119.11395638481301,138.797382438754,170.757062630645,160.75385628862,148.042874198378,160.016233070879,124.97455014020201,121.404935760418,181.112398907645,153.730239893242,123.51994954355801,144.876411071457,164.16500209522601
2003-12-31,140.181,161.64208921715098,150.758971025356,118.693852835231,159.303469460559,111.199157306572,137.04088179913,116.366850628347,114.425333041232,127.264099566703,119.440959456452,143.077114906618,174.78459751851898,162.604923020756,148.75334600113,161.894456228004,126.247443337182,122.385140453625,185.045231314248,155.987251958644,124.83505010533999,145.232763529526,166.521899797514
2004-01-31,141.64700000000002,164.006991536919,152.625088946365,119.296715387677,160.572798439205,110.494538257571,138.025283460571,116.462681818968,114.933985163778,128.082933262233,119.772726529303,147.238696506227,178.773759357766,164.830058491584,150.000161601821,163.642813366361,127.289336639648,123.139235821965,188.629537218578,157.84311390976,125.583250674868,147.999062568597,169.53530318201402
2004-02-29,143.192,166.41857254013598,154.53652627879498,119.574277813997,161.987351208809,110.710601071819,138.7624240207,116.85274190436,115.36542299760599,128.64044358316002,120.00502274101801,151.63283124081002,182.91494244968,167.046328041555,151.26154835799102,165.45028751882901,128.397396522885,123.921477966718,192.670875877882,159.95392813351998,126.582288843703,149.513223010731,171.795456532765
2004-03-31,145.058,169.479962773962,156.918219379797,120.15148924078301,163.25334774143698,111.282762785911,139.610646944221,117.096540224851,114.489947654592,129.25001664634598,120.950255077169,159.835031000919,188.786658120026,170.312824229161,152.793945950848,167.47981938302098,129.636984794371,124.183031788716,199.058489083589,162.21273467161,127.526125452306,152.668744627039,174.648026430637
2004-04-30,146.593,172.483112389605,159.359635979952,120.865726992695,165.53148832485599,112.088059897718,140.17104218948,118.014023586027,114.712459349429,129.290289574556,121.37821065137699,167.509912316167,194.50026481103,173.101429936397,154.443786401511,169.142338032649,130.927322021133,125.68183128343,204.92324400625702,164.53452966969,128.597202972943,153.227855350973,177.845536725812
2004-05-31,148.186,175.542157666716,161.751166915771,120.940636081412,166.17451485140302,112.518880063466,141.472962347101,117.881119876679,115.15328071953199,129.31197539736,122.167379024484,175.425919736313,199.73774490304797,176.560272554584,154.931285230452,171.144164612531,132.465531285479,126.62132274767401,211.083998541058,166.799984330802,129.87983169862198,155.363407897065,182.008089091735
2004-06-30,149.851,178.842508011105,164.305469300849,120.894846472588,167.51673592243,112.619993280975,142.31525949282602,117.920363853434,115.49965833631,129.843560363858,121.804290748258,185.001181425204,205.278649273064,179.83764044261397,156.231593922457,173.347396235507,133.924215573119,127.513162885967,216.72469414744998,169.835299264421,131.09468660111,157.834041683415,186.727367700438
2004-07-31,151.338,181.528340696026,166.38717479162702,121.29029409117399,168.141205007547,112.741842580983,143.231928492841,117.916620029827,115.773869492675,129.969812282444,121.600412236908,193.597276381717,209.29722468755,183.318613404199,156.541781675979,175.648200418046,135.800020055615,128.45378042750602,221.872767072878,172.094446167239,132.257422010627,159.950268763238,189.899412770064
2004-08-31,152.634,183.532419427635,168.071561333472,121.72476852300801,169.2891096445,112.52013596766301,143.84751047762302,118.074973925972,115.908550597273,130.352179395956,121.604466678937,199.396907481992,211.14913628256198,186.699199410471,157.3125288711,177.283470493522,137.56502146116,129.629084198137,225.12208515074298,174.534455781663,133.119652415787,162.578641597398,193.050394022957
2004-09-30,154.178,185.521910308131,169.654297760838,122.242803077354,170.15880653048401,112.593817398329,145.181994488361,118.532771644554,115.940199247267,130.514065626558,121.799783988573,203.019667916657,212.717817634542,190.390589912343,157.29799938751,179.12236946233003,140.573211225299,131.16620417517,227.986706148367,177.016846629492,134.234170925852,165.082924641204,196.118780066642
2004-10-31,155.75,187.447483009583,171.297006233211,122.72443478014401,172.04834174565602,113.04789099698601,146.16641591026698,118.633135821255,116.228217013297,131.270891802704,122.111497759739,205.266162431385,213.86877052787,193.543607614245,158.186782180997,181.124950757247,143.80468408752,132.720934405009,230.26741955005403,180.047772119735,135.237000787618,167.959503752589,199.547219309929
2004-11-30,157.526,189.491413393098,173.086887510235,123.233023865888,173.052190228278,113.826077805005,147.25030331770398,119.318424415607,116.46609960292601,131.87108709968,122.437986369563,206.856842023152,216.022391113527,197.07154786829102,158.87011384496,182.92858919429798,147.69617525939,134.095813025215,231.762568410976,183.278189623725,137.284694249192,170.588159688921,203.15215543957
2004-12-31,159.329,191.759426179472,175.08609217977798,123.94858704710899,174.318577699443,114.765546098032,148.585237258644,119.753330136471,117.035478351891,132.755064235733,122.701707245916,208.185241316828,218.129229347444,200.873566285001,159.67561193895799,184.599160945106,152.151964105967,135.22050156692,234.30046733853402,187.11433498457401,139.11522398496402,173.570293193299,206.97464589077202
2005-01-31,161.28799999999998,194.60351454360801,177.546077190034,124.63650245076599,175.75962103394403,115.129901711505,150.04120244806,121.134679927764,117.558121119333,133.395211792486,123.264838725346,209.15595877025902,221.47136320522202,205.339883273988,161.398795525925,187.17201040422,156.329123507278,136.774957572796,236.71438698427502,191.621093968054,141.626534909086,177.242256981229,210.799937451203
2005-02-28,163.346,197.77802592297698,180.2494771624,125.44429373272499,177.935600345923,115.642413832667,151.823059185782,121.901603449268,118.26877162962099,134.370320986918,123.95672327717399,211.679772409067,225.207336620562,210.050840158291,162.67655988382901,189.792269644725,161.648175793537,138.276817432006,239.028021689422,196.01899767510503,143.034606511351,180.835706259597,215.180549198604
2005-03-31,165.81400000000002,201.279040996233,183.187964741091,126.190517167294,179.460165036264,115.445319225712,153.99543091839502,121.629625064862,118.93714873036501,134.656686522403,124.76310386978001,213.66334242741002,229.746893920011,215.95876911361,163.764715512338,193.18848410253003,167.797160113903,140.198672374515,239.915565275378,200.46877574014,145.331973721253,185.26568838218898,220.99255751813098
2005-04-30,167.50400000000002,203.828772063163,185.51473328337897,127.006781523363,180.493221580121,115.465509757304,154.603925944839,121.877560522588,119.03338535941499,135.089970201602,125.53865494608101,216.19347378658,233.443546241321,222.34937706515302,165.067570250757,195.17067495057,174.636605422868,142.104499136549,241.298824497252,202.30768912722,146.77041568248,188.44729642243303,225.763895017398
2005-05-31,169.354,206.084318568835,187.54978506244498,127.291284359224,180.710044525934,116.02054744128701,155.274925938908,121.907617875277,119.278842672194,135.12888442367301,126.49998996351101,217.985576422971,237.105440086824,227.56025292909698,165.16982901177602,196.732262883616,181.13066331559398,144.476882073997,242.329238188623,204.82114265698996,148.771522917558,192.00713909137298,229.737012433162
2005-06-30,171.19299999999998,208.22437416880902,189.530356699172,127.815465147723,180.083127390192,116.989806299871,156.07303721350002,121.611906725564,118.99614114907301,134.938400372709,125.861974164329,219.436937145131,240.583339475464,233.954622520657,165.41791381917298,198.197124673298,188.947851656935,147.567244045956,243.653978280454,207.194971983647,150.786777736339,196.8024442234,233.785244849487
2005-07-31,172.863,210.27658457313203,191.379258008586,127.76428410374099,180.011988152255,117.69895831146201,156.61736761861098,121.449221411672,119.37431026372101,134.969785272805,125.263997696509,220.459776177474,244.262579161621,239.22368456889802,165.208428215777,199.81102202787102,196.159479015887,150.418714648477,244.51639740399202,209.30768421318902,152.829819163122,201.114885707356,236.781572559114
2005-08-31,174.445,212.31750161027801,193.367464166694,127.925543366549,179.70098137115397,118.51340840118799,156.55521710025,121.42772987160299,119.554990578533,135.23745741287502,124.676465438454,222.023104462355,248.283829689232,244.937884052346,165.32224267630698,201.49879870103803,203.004288376087,153.414665819377,245.50407026131802,210.714941488349,155.10563775856198,206.391345246763,238.996599732949
2005-09-30,176.44,214.97109727471297,195.62007331573002,127.945635858487,180.14763808252,118.590680911529,157.966484453447,121.655616776959,120.336811488383,135.908831401542,124.654590693918,223.773368516525,252.841103826933,250.69655330419602,165.58649475752898,204.075557375684,209.57744419348703,156.461793020172,245.951754440607,212.69777053063203,157.527381057038,211.71295669184602,241.389093801441
2005-10-31,178.03,217.458599352285,197.88296614753202,128.846995260215,180.01292570516202,119.928468035978,159.153803961253,121.990819583551,120.93531214514799,136.609610223231,125.121352725972,225.57668984217997,257.74332184773397,255.871108068421,166.90766088493498,206.6792921348,213.61835988722697,159.079193325897,247.713498985034,214.12493703891602,159.833499134454,217.89071278474097,243.767940874501
2005-11-30,179.683,219.941076483078,200.14827678990298,129.745797258776,180.81193589190602,120.368864078779,161.324968304495,122.49190881347602,122.107936085844,137.221157863601,125.684974694569,227.90916487270002,261.663500966265,259.921703628962,168.286292735191,209.321215335167,217.410900152118,161.774848283559,249.54559816035402,215.51469837009898,162.482696687201,222.57494823947002,246.220476967499
2005-12-31,180.912,222.180448900176,202.177237377491,130.70503044491102,180.43769253820201,121.56962391479901,162.646390597432,122.84025256167,122.833950350507,137.919475600074,126.343817260053,229.888440708951,265.419379226423,263.940010721818,169.329263677198,212.05222855395002,220.17769254243402,164.233878583478,249.86988871302398,216.41377518355,164.827354277765,226.002573057365,248.437932866791
2006-01-31,182.321,223.87108596772003,203.77137317816897,131.708872102166,180.626940409297,121.027211832452,164.44788685304,123.359606710556,123.443578474974,138.80414099844802,126.872719618503,232.27266545796903,268.208774437242,267.969000290947,170.122674777295,213.504469803978,223.01117850251202,167.103249686936,250.57405451384201,217.401896685964,167.420119291325,229.524174075985,250.27252868416
2006-02-28,183.287,225.635986254864,205.362927902585,132.337067661389,179.543716677307,122.13645965822599,165.921472788373,123.31126147024099,123.482224215842,139.290451303445,127.30064209369301,234.40103783081003,271.233748418234,272.03254544195,171.45294267424802,215.05366827177,225.253885196116,169.675037495175,251.376406688834,218.820778442365,169.473885229518,232.286161507196,252.022464726964
2006-03-31,184.365,226.47480308563203,206.14657442556302,132.651968186056,180.04999540461102,122.797423131952,168.016199485983,122.977272208641,123.46490745798599,139.34273002212402,127.869644080539,235.229872907929,272.084317404105,275.076391353482,172.254084873084,215.719651544358,226.48568453531502,172.57728385099898,251.691672708605,219.29463648346697,171.797649985558,235.97787973565,252.816397437663
2006-04-30,184.33,226.90459005768997,206.656117006193,132.949923372294,179.342217205132,124.12429353176701,167.616685940579,122.34187625613899,123.21513355782,138.812241692858,126.023117816113,235.75550871292901,273.089273472096,278.15378400529204,173.75784702133998,216.450818844287,227.77867489129397,174.06099815095797,251.322971501745,218.822306120589,173.088898254987,237.94816874430302,252.290981420461
2006-05-31,184.15599999999998,226.64408119607998,206.509893872144,133.024865360263,178.32560286594799,124.583839945657,167.71717499411002,121.86259218782101,123.090289518001,138.735417278693,125.318518179737,235.38842502867402,272.930602497498,279.6957928544,172.81863306499298,216.617843259426,228.060450770025,175.362371164057,249.662825538223,218.02428259277698,174.690134469207,239.00400177913,251.19294037177502
2006-06-30,183.507,225.69100362031898,205.80736038956402,133.098523584746,176.495018227449,125.295470724783,167.155289316238,121.94387635464199,123.233935650747,138.447980270933,123.757619685237,233.67697329077998,272.218182613684,279.209440182533,171.445418169941,216.19424528978598,227.540573005462,176.72159552296398,247.919282332867,216.54679135275398,176.53730723573003,237.964506737246,249.326753175783
